Unique id,channel_name,category,Sub-category,Customer Remarks,Order_id,order_date_time,Issue_reported at,issue_responded,Survey_response_Date,Customer_City,Product_category,Item_price,connected_handling_time,Agent_name,Supervisor,Manager,Tenure Bucket,Agent Shift,CSAT Score
39fb5940-dffe-49bf-8f9b-936cb1994152,Inbound,Order Related,Unable to track,Please highlight if the products cannot be returned.,93992718-b762-4073-978a-c79ee02b561f,,01/08/2023 21:28,01/08/2023 22:20,01-Aug-23,,,,,Ashley Hamilton,Jackson Park,William Kim,On Job Training,Evening,1
b18b603b-2f31-49e5-8e68-64010c1c5674,Outcall,Returns,Reverse Pickup Enquiry,3000 rupees loss ,d99b00a1-24c6-4173-ab90-2fe0e0d5302f,,02/08/2023 11:09,02/08/2023 15:05,02-Aug-23,,,,,Rhonda Martin DVM,Wyatt Kim,Jennifer Nguyen,On Job Training,Morning,1
95763fca-68b8-4651-bbff-6c46a5fa935e,Outcall,Order Related,Installation/demo,Please don't sale any destroy product or cheep product more price. ,5185b97f-7cfd-4dda-ba45-9697a1483f40,,02/08/2023 13:38,02/08/2023 13:42,02-Aug-23,,,,,Kevin Griffin,Evelyn Kimura,John Smith,0-30,Morning,5
1a097216-1af5-456d-831d-dccee89e53cd,Inbound,Returns,Reverse Pickup Enquiry,,8a04b086-7b38-44b6-a0fc-1c3243fe9993,,02/08/2023 13:55,02/08/2023 18:39,02-Aug-23,,,,,Dana Bridges,Mason Gupta,Jennifer Nguyen,On Job Training,Morning,4
2cb983af-4a35-4d65-a8cf-3fb6605be62f,Inbound,Returns,Reverse Pickup Enquiry,,79d01ef2-c3bc-460b-8e9c-41ae47a90021,,02/08/2023 14:24,02/08/2023 14:26,02-Aug-23,,,,,Brandon Martin,Nathan Patel,John Smith,>90,Afternoon,5
ab5cf04a-f884-4bdf-acf3-c37989669c12,Outcall,Returns,Exchange / Replacement,,bc7a4a0a-700f-4158-b93e-ef508082f026,,02/08/2023 14:47,02/08/2023 14:50,02-Aug-23,,,,,Carmen Snow,Dylan Kim,Olivia Tan,>90,Morning,5
3205034e-38b5-4afc-adb7-2736a63943a5,Inbound,Order Related,Order status enquiry,I am very disappointed with Shopzilla.The issue was not resolved.The customer care executive was polite enough though he was not able to resolve the issue.But I am appalled at the utter lack of responsibility and accountability of Shopzilla in providing tracking services.,532a17a9-b82d-44e1-863c-a7a61cbae523,19/07/2023 00:11,01/08/2023 00:54,01/08/2023 01:05,01-Aug-23,KANYAKUMARI,Furniture,11159,,Charles Williamson,Logan Lee,Emily Chen,0-30,Evening,3
8305c058-38a8-4ac8-a024-baa1f53d44df,Outcall,Returns,Reverse Pickup Enquiry,,7a8cdbdf-3b92-40e5-a973-b0cc08e6d7d8,,01/08/2023 16:27,01/08/2023 16:27,01-Aug-23,,,,,Christopher Mcintosh,Oliver Nguyen,John Smith,>90,Morning,5
5deed8bc-e04b-4c67-947f-eef58c70186e,Inbound,Order Related,Installation/demo,No comments ,933d1988-ecb4-491e-843c-740465605d0e,,01/08/2023 16:40,01/08/2023 16:44,01-Aug-23,,,,,David Warren,Elijah Yamaguchi,Emily Chen,>90,Morning,5
2c4d8e90-94f8-477f-b8da-9454dcd88511,Inbound,Order Related,Seller Cancelled Order,,29085dc4-1691-40d8-b2a4-4c6460197b55,,01/08/2023 17:37,01/08/2023 17:43,01-Aug-23,,,,,Tina Carroll,Layla Taniguchi,Emily Chen,>90,Morning,5
6e484bc5-2d75-4a92-8c17-9ca1d31ad702,Inbound,Order Related,Order status enquiry,,3dc78a3e-0cf3-4714-b4dd-3dc17de57a95,,02/08/2023 22:08,02/08/2023 23:22,02-Aug-23,,,,,Andrea Beck,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,3
32a24547-ac59-4ea5-8cbe-e9b8b4f0f1ad,Inbound,Returns,Reverse Pickup Enquiry,  good ????,44714e55-902a-4b5e-ac6d-91589b904b84,,01/08/2023 08:09,01/08/2023 08:11,01-Aug-23,,,,,Jessica Nixon,Harper Wong,Emily Chen,>90,Split,5
4e4b10b7-70a9-4ace-9f82-b1bf18b3d9c9,Inbound,Returns,Wrong,customer service number plz available,7ac5b1bc-84e0-4962-b70f-26c8e789c956,,01/08/2023 09:56,01/08/2023 12:32,01-Aug-23,,,,,Christina Lopez,Isabella Wong,Emily Chen,>90,Split,5
40d2475b-6aef-4e67-9ccd-ed89e7425a6e,Inbound,Order Related,Order status enquiry,,691e7a18-2bce-46aa-9e9b-b594828cb033,,01/08/2023 12:19,02/08/2023 13:01,02-Aug-23,,,,,Christina Lopez,Isabella Wong,Emily Chen,>90,Split,5
5ec55f59-6cf4-4742-b445-82d7d44400a2,Inbound,Order Related,Order status enquiry,,ef53e1b4-502c-4859-9972-a41c1d87aa48,,01/08/2023 22:07,01/08/2023 22:08,01-Aug-23,,,,,Stacy Washington,Emily Yamashita,Michael Lee,>90,Morning,5
5dc8173a-6a43-44bf-851a-1120e1ed11c3,Inbound,Returns,Return request,Good,6cbb35ed-098b-4eb9-b756-fbfbb82dcc1f,,01/08/2023 13:47,01/08/2023 13:54,01-Aug-23,,,,,Kevin Randolph,Carter Park,Michael Lee,>90,Morning,5
5cab331d-6045-4fbb-9e26-24a65d97d34e,Inbound,Returns,Service Centres Related,,27a9f29f-899d-489f-ae06-c51f32234002,,01/08/2023 16:46,01/08/2023 16:48,01-Aug-23,,,,,Brittany Nunez,Emily Yamashita,John Smith,61-90,Evening,4
ee3ab837-88d4-44f2-a42b-d11aa4454d44,Inbound,Order Related,Order status enquiry,Respectful ,53d62950-27f6-49a6-88af-9378807681be,,01/08/2023 21:20,01/08/2023 21:21,01-Aug-23,,,,,Regina Harper,Harper Wong,William Kim,On Job Training,Evening,5
8518e776-fc14-4ba7-a585-42714d640856,Inbound,Product Queries,Product Specific Information,Very nice good,b6466d1a-7d65-4f71-a031-4268ecce6326,,02/08/2023 14:40,02/08/2023 14:41,02-Aug-23,,,,,Mr. Jeremy Sanchez,Wyatt Kim,Michael Lee,61-90,Afternoon,5
5f1efb7c-b447-430e-abb3-b20a7f41cb1f,Inbound,Returns,Reverse Pickup Enquiry,,315a0ea5-97dd-4e96-b820-5d3ca3a3fdef,24/07/2023 16:57,31/07/2023 23:58,01/08/2023 00:04,01-Aug-23,BURDWAN,Electronics,699,,David Todd,Noah Patel,Michael Lee,31-60,Evening,4
3275f3a2-3e6e-427f-afe7-2581d5fff9a8,Inbound,Returns,Service Centres Related,Even the guarantee period also you have to contact the supplier to reduce the duration of resolve the issue ,1caba2a4-7e0e-438c-835a-768f0faa83ba,,01/08/2023 06:28,01/08/2023 08:14,01-Aug-23,,,,,Tina Harrington,Carter Park,Michael Lee,>90,Morning,3
071eec38-550f-4b27-9a82-8350c00d89d4,Inbound,Returns,Reverse Pickup Enquiry,,f8199c58-6f00-410f-bab1-8d3fee78864b,,01/08/2023 08:12,01/08/2023 09:33,01-Aug-23,,,,,Nicole Cummings,Jackson Park,John Smith,>90,Morning,5
69df3f58-c191-417a-9a5b-e1b489d03504,Inbound,Returns,Fraudulent User,,40cfed5c-29a9-4050-b36e-01dc8b2bc270,,01/08/2023 16:17,01/08/2023 16:17,01-Aug-23,,,,,Mario Simpson,Nathan Patel,Jennifer Nguyen,On Job Training,Evening,5
2ad4e1cb-60e8-4a0f-91aa-c253c185ba26,Inbound,Returns,Reverse Pickup Enquiry,,e91ceda3-ffb5-47f1-9f2e-1bf2e9a18cdb,22/07/2023 13:21,30/07/2023 13:15,02/08/2023 07:42,02-Aug-23,JHUJHUNU,LifeStyle,799,,Colleen Morton,Zoe Yamamoto,John Smith,>90,Afternoon,1
37875567-db26-40a1-af6d-05afa62a442e,Outcall,Returns,Fraudulent User,Thanks ,b4c9e1e7-1477-4370-889c-616451bf7f09,,01/08/2023 12:02,01/08/2023 13:44,01-Aug-23,,,,,Kristen Walker,Madison Kim,Emily Chen,>90,Split,5
511ff8ee-ca68-452f-9923-4b1c209a012c,Inbound,Order Related,Invoice request,,958deb25-4cd0-4c66-a9dc-bb258684fe37,,01/08/2023 15:22,01/08/2023 15:26,01-Aug-23,,,,,Troy Nguyen,Amelia Tanaka,Emily Chen,>90,Morning,5
d9956587-ceef-41e0-a334-9cff08dc92d1,Outcall,Returns,Return request,,5e3ca074-f3d2-4e49-83f9-3f383ca84d50,,02/08/2023 12:06,02/08/2023 13:03,02-Aug-23,,,,,Devon Daniel,Olivia Wang,Olivia Tan,0-30,Afternoon,5
c32c456b-0cd0-4659-9449-9fa8cb517944,Inbound,Order Related,Delayed,Try to deliver the product on time ,1df9c412-6100-46d8-9f51-6b78ccf69e84,,01/08/2023 21:40,01/08/2023 21:45,01-Aug-23,,,,,Michael Scott,Olivia Wang,John Smith,>90,Evening,5
b674778e-fcca-4d70-b773-d242536fbf11,Outcall,Returns,Return request,,f2943504-9065-4b46-8fc3-3b7ada13caa8,,01/08/2023 22:01,01/08/2023 22:04,01-Aug-23,,,,,Samantha Jones,Jacob Sato,Emily Chen,0-30,Evening,5
d3024d01-3f0c-4e6c-9625-705b3210a30b,Outcall,Returns,Wrong,Nice conversation good I will give rating for ?????,9764731c-7eb2-4757-a7d3-de7388bf98ed,,02/08/2023 08:00,02/08/2023 08:11,02-Aug-23,,,,,Noah Chase,Evelyn Kimura,John Smith,0-30,Morning,5
f68dcb6a-bd2d-405f-b16c-cab014f35003,Outcall,Returns,Wrong,,04189703-ec47-4038-87ce-31bd4a1ce004,,02/08/2023 10:53,02/08/2023 11:01,02-Aug-23,,,,,Sarah Taylor,Carter Park,Jennifer Nguyen,On Job Training,Morning,5
03140c69-1ffa-4960-9bc1-2d6751e510f9,Inbound,Returns,Reverse Pickup Enquiry,,58e31e81-1461-4827-bd13-783b46945cd4,,02/08/2023 12:34,02/08/2023 18:43,02-Aug-23,,,,,Amy Vazquez,Elijah Yamaguchi,Michael Lee,>90,Night,5
a364f9ba-1ed8-48ed-94a0-25fd53394d16,Inbound,Returns,Reverse Pickup Enquiry,Keep it up Shopzilla ,77f14514-2de9-4a4d-bfd8-b1d6df32a58c,,02/08/2023 17:52,02/08/2023 17:56,02-Aug-23,,,,,Kristin Campbell,Ethan Tan,Michael Lee,>90,Evening,5
5d26cd4c-8de5-49a0-91aa-28afd43c6f82,Inbound,Returns,Missing,I am so happy ,f65fc715-2461-450e-a920-993d05bea04c,,02/08/2023 19:35,02/08/2023 19:45,02-Aug-23,,,,,Kelsey Garcia,Mia Yamamoto,Emily Chen,>90,Evening,5
bcdd0114-0895-4272-bf22-25173b20044a,Inbound,Order Related,Installation/demo,,926cc1b1-9ffb-48af-be9a-6dc418661551,,01/08/2023 09:50,01/08/2023 09:51,01-Aug-23,,,,,Guy Duncan,Carter Park,Jennifer Nguyen,On Job Training,Morning,1
8f139c65-c4e0-475f-880d-4bd79b4e125a,Inbound,Returns,Return request,,178d4482-65b7-4c97-aec0-27fd664a35cb,,01/08/2023 18:50,01/08/2023 18:52,01-Aug-23,,,,,Shannon Hicks,Aiden Patel,Olivia Tan,>90,Morning,5
d9118300-169c-418c-9f51-f88bb1808283,Inbound,Order Related,Delayed,,0529e1c0-30e7-464d-8422-c876f7b6137b,19/07/2023 15:13,01/08/2023 08:01,01/08/2023 08:06,01-Aug-23,RANGAREDDY,Mobile,24999,,Mrs. Jennifer Stone,Dylan Kim,Michael Lee,>90,Morning,1
7fa587d4-b78e-4cb2-9b86-1a374bbc5019,Inbound,Returns,Service Centres Related,,180c6939-c217-4118-880c-d325f1978925,21/06/2023 17:12,02/08/2023 15:48,02/08/2023 15:49,02-Aug-23,DHENKANAL,Electronics,15490,,Elizabeth Brown,Brayden Wong,Michael Lee,>90,Afternoon,5
fb44c670-7513-4033-9662-7ecbbcd97bee,Inbound,Returns,Reverse Pickup Enquiry,,c40d0b03-7e68-4c22-84f0-598c20719598,19/07/2023 22:21,01/08/2023 19:05,01/08/2023 19:12,01-Aug-23,VERAVAL,Home,166,,Sergio Carrillo,Emma Park,Jennifer Nguyen,On Job Training,Evening,5
fcbdfaf4-3be8-4bbc-b1ce-cc2520610bd2,Inbound,Returns,Reverse Pickup Enquiry,,5cf90c28-9dbd-4638-bda8-9bed4699eb35,,01/08/2023 12:08,01/08/2023 12:10,01-Aug-23,,,,,Kelly Martin,Aiden Patel,John Smith,>90,Morning,5
2187f746-c17e-428b-99e0-71ad3c78a5d6,Outcall,Order Related,Installation/demo,,12534008-64a7-4f6a-b21d-0e37f41ded49,,02/08/2023 06:35,02/08/2023 06:42,02-Aug-23,,,,,Kathy Strong,Sophia Sato,John Smith,0-30,Morning,1
976034d8-fede-4170-a54b-314a438e45b8,Inbound,Order Related,Priority delivery,,761acddc-54eb-4b53-84a3-a326f394665b,,02/08/2023 15:47,02/08/2023 15:50,02-Aug-23,,,,,Marvin Rivera,Carter Park,Jennifer Nguyen,On Job Training,Evening,5
5da0e227-ff4d-4ab5-9838-0aedd8feed2c,Inbound,Refund Related,Refund Related Issues,Very bad agent,dd1e3bf1-98ed-46cb-a3cd-72e445a617ec,26/07/2023 12:04,02/08/2023 13:18,02/08/2023 13:27,02-Aug-23,PATTAMUNDAI,Mobile,10999,,John Barrett,Aiden Patel,John Smith,>90,Morning,1
69ca89da-2d9d-4bd5-ba21-dac42fdd1966,Inbound,Returns,Return request,,6d6cf74c-fb6d-42a8-aa4d-1707d5e203a1,,01/08/2023 14:32,01/08/2023 14:34,01-Aug-23,,,,,Diana Sanchez,William Park,John Smith,0-30,Morning,5
2ab6bdf3-253b-455f-9c6a-0c20a7b6a3e1,Inbound,Returns,Reverse Pickup Enquiry,,ed44ccab-413e-4379-a389-aa669f032775,,02/08/2023 11:05,02/08/2023 11:07,02-Aug-23,,,,,Tina Ramirez,Zoe Yamamoto,John Smith,>90,Morning,5
0a26be6a-5acf-4b8e-b893-8833ed5ebf8d,Inbound,Returns,Reverse Pickup Enquiry,,dbf5658f-9422-4420-9d6e-adb8f095e686,,02/08/2023 16:19,02/08/2023 16:23,02-Aug-23,,,,,Michael Ruiz,Madison Kim,John Smith,>90,Morning,5
49070e97-e5f9-4181-aff5-b13f39fde8d0,Outcall,Returns,Reverse Pickup Enquiry,,478a19a7-2120-4a74-80a1-1d4fa4efe450,,02/08/2023 20:01,02/08/2023 20:04,02-Aug-23,,,,,Terri Carr,Brayden Wong,Michael Lee,>90,Afternoon,5
2e5772a1-0590-491a-8ffb-373ec61a874c,Inbound,Returns,Reverse Pickup Enquiry,,152f045e-5a5b-4d1b-996a-d3b4cf48188e,14/07/2023 22:09,01/08/2023 21:02,01/08/2023 21:02,01-Aug-23,PALAMU,LifeStyle,2129,,Seth Williamson,Sophia Sato,John Smith,>90,Afternoon,5
83f82d1e-9d53-4755-8248-d7f468847ea6,Inbound,Order Related,Order status enquiry,,9fde7e27-5e80-489e-8113-d13a8ee53da0,,01/08/2023 13:09,01/08/2023 13:11,01-Aug-23,,,,,Lisa Wilson,Isabella Wong,Emily Chen,>90,Afternoon,5
6d4e0f89-37f5-4b30-aaee-a965c761703b,Outcall,Shopzilla Related,Signup Issues,,4bd865bd-5082-464a-bade-ec1324b550a3,,02/08/2023 13:21,02/08/2023 13:23,02-Aug-23,,,,,Brandon Frost,Carter Park,Michael Lee,>90,Morning,5
949ec901-78ad-4e05-8021-c9e666ac8b96,Inbound,Order Related,Invoice request,,10fd384a-fcb8-4d19-b309-f1bb845ea061,,02/08/2023 14:45,02/08/2023 14:48,02-Aug-23,,,,,Bruce Martin,Zoe Yamamoto,Emily Chen,>90,Split,5
da698468-225c-425a-8d0e-3147f4b3d389,Outcall,Order Related,Order status enquiry,Ok,7c6a0484-4533-4a33-97b7-58a7ecc3b095,,02/08/2023 10:59,02/08/2023 11:00,02-Aug-23,,,,,David Steele,Mason Gupta,Jennifer Nguyen,On Job Training,Morning,2
939c752d-5001-4fc3-99bb-78d0a6420850,Inbound,Payments related,Online Payment Issues,,6539fff5-3285-4650-ada8-99a8712a0c50,,01/08/2023 11:03,01/08/2023 11:09,01-Aug-23,,,,,Margaret Prince,Carter Park,Michael Lee,31-60,Morning,5
52b9d676-b53e-4f72-8829-17a9eb283386,Inbound,Order Related,Installation/demo,,f5432cf4-63aa-4dac-aadb-ca891aaa8c1f,,02/08/2023 18:20,02/08/2023 18:56,02-Aug-23,,,,,John Barrett,Aiden Patel,John Smith,>90,Morning,5
1661c06c-588e-485d-b6fa-b11a4a8ff3b7,Inbound,Returns,Reverse Pickup Enquiry,,7f252e8c-c257-4d86-94e6-f6a57bc3f28b,,01/08/2023 18:30,01/08/2023 18:40,01-Aug-23,,,,,Alexis Campbell,Elijah Yamaguchi,Michael Lee,>90,Afternoon,5
1e58d8a4-0f81-45c9-b0e1-8db4bdc4386f,Inbound,Returns,Technician Visit,Should take action fast..thank u,cea9d8b6-f66b-4b9c-9fa6-3a6583f18247,,02/08/2023 07:12,02/08/2023 07:17,02-Aug-23,,,,,Dominique Roberts,Ava Wong,Olivia Tan,>90,Morning,5
2bdf6423-7744-4a3d-a4f2-a82dea562ddc,Inbound,Returns,Return request,Good talk,492a92d3-52f2-4987-83cb-4338eb652a22,,02/08/2023 12:54,02/08/2023 12:56,02-Aug-23,,,,,Brandy Johnson,Noah Patel,Michael Lee,>90,Morning,5
ba07a646-40df-4f00-82d3-6d66a6093124,Inbound,Returns,Fraudulent User,,cfc840ad-ff33-40fe-a15f-446446659645,,02/08/2023 10:06,02/08/2023 10:42,02-Aug-23,,,,,Samuel Blankenship,Brayden Wong,John Smith,>90,Morning,5
1622eeae-67aa-466b-b9f8-c8c14f321f15,Inbound,Feedback,UnProfessional Behaviour,The way she talked with me is quite appropriate and nice as well. Shopzilla should hire these kind of executive for their customer support service.   bless you dear.,9d7f511a-dfb6-42b5-983c-17f837ff8ecf,20/07/2023 23:03,02/08/2023 13:11,02/08/2023 13:21,02-Aug-23,HARIDWAR,Electronics,199,,Terri Carr,Brayden Wong,Michael Lee,>90,Afternoon,5
79e07d90-73a8-4d59-bf3a-f6d1c979cc2c,Inbound,Order Related,Installation/demo,,50e624d2-bcca-4316-88e0-cad0be3b282f,,02/08/2023 17:25,02/08/2023 17:27,02-Aug-23,,,,,Garrett Parker,Wyatt Kim,Michael Lee,>90,Evening,5
